Temperature (K);Pressure (MPa);Density (mol/l);Volume (l/mol);Internal Energy (kJ/mol);Enthalpy (kJ/mol);Entropy (J/mol*K);Cv (J/mol*K);Cp (J/mol*K);Sound Spd. (m/s);Joule-Thomson (K/MPa);Viscosity (uPa*s);Therm. Cond. (W/m*K);Phase
58.352.688;99.158.899;30.467.332;0.32822040;45.873.493;49.128.090;10.126.719;55.820.380;12.756.296;47.301.501;99.621.714;20.157.313;0.077870947;vapor
58.415.011;10.000.403;30.788.245;0.32479929;45.852.220;49.100.344;10.117.240;55.964.935;12.864.904;47.250.349;99.121.562;20.194.545;0.078345899;vapor
58.477.334;10.085.472;31.112.940;0.32140968;45.830.627;49.072.195;10.107.721;56.110.268;12.975.579;47.198.614;98.622.992;20.232.106;0.078828331;vapor
58.539.656;10.171.100;31.441.483;0.31805115;45.808.709;49.043.639;10.098.161;56.256.391;13.088.383;47.146.291;98.125.971;20.270.002;0.079318452;vapor
58.601.979;10.257.290;31.773.942;0.31472331;45.786.460;49.014.668;10.088.559;56.403.316;13.203.378;47.093.371;97.630.464;20.308.241;0.079816480;vapor
58.664.302;10.344.044;32.110.384;0.31142574;45.763.876;48.985.278;10.078.914;56.551.052;13.320.631;47.039.848;97.136.439;20.346.831;0.080322639;vapor
58.726.624;10.431.366;32.450.881;0.30815805;45.740.953;48.955.462;10.069.226;56.699.614;13.440.211;46.985.714;96.643.861;20.385.781;0.080837163;vapor
58.788.947;10.519.259;32.795.505;0.30491984;45.717.684;48.925.214;10.059.493;56.849.012;13.562.190;46.930.964;96.152.696;20.425.098;0.081360294;vapor
58.851.270;10.607.725;33.144.331;0.30171072;45.694.064;48.894.529;10.049.714;56.999.260;13.686.641;46.875.589;95.662.908;20.464.792;0.081892283;vapor
58.913.592;10.696.767;33.497.437;0.29853030;45.670.089;48.863.398;10.039.889;57.150.371;13.813.643;46.819.582;95.174.463;20.504.870;0.082433390;vapor
58.975.915;10.786.389;33.854.901;0.29537821;45.645.752;48.831.817;10.030.016;57.302.357;13.943.277;46.762.935;94.687.326;20.545.343;0.082983886;vapor
59.038.238;10.876.594;34.216.804;0.29225406;45.621.048;48.799.777;10.020.095;57.455.234;14.075.627;46.705.640;94.201.461;20.586.220;0.083544052;vapor
59.100.560;10.967.384;34.583.231;0.28915749;45.595.971;48.767.273;10.010.124;57.609.014;14.210.782;46.647.689;93.716.831;20.627.510;0.084114179;vapor
59.162.883;11.058.763;34.954.267;0.28608811;45.570.515;48.734.296;10.000.102;57.763.713;14.348.833;46.589.073;93.233.401;20.669.223;0.084694570;vapor
59.225.206;11.150.734;35.330.001;0.28304556;45.544.673;48.700.839;99.900.290;57.919.345;14.489.878;46.529.784;92.751.134;20.711.371;0.085285541;vapor
59.287.528;11.243.300;35.710.526;0.28002948;45.518.440;48.666.895;99.799.028;58.075.927;14.634.015;46.469.813;92.269.991;20.753.963;0.085887418;vapor
59.349.851;11.336.464;36.095.934;0.27703951;45.491.808;48.632.457;99.697.226;58.233.474;14.781.351;46.409.150;91.789.937;20.797.011;0.086500543;vapor
59.412.174;11.430.229;36.486.324;0.27407529;45.464.771;48.597.515;99.594.871;58.392.004;14.931.996;46.347.787;91.310.931;20.840.526;0.087125269;vapor
59.474.496;11.524.599;36.881.795;0.27113648;45.437.323;48.562.062;99.491.952;58.551.533;15.086.064;46.285.714;90.832.936;20.884.520;0.087761965;vapor
59.536.819;11.619.577;37.282.451;0.26822271;45.409.455;48.526.089;99.388.456;58.712.079;15.243.677;46.222.921;90.355.913;20.929.005;0.088411015;vapor
59.599.142;11.715.166;37.688.399;0.26533364;45.381.160;48.489.588;99.284.370;58.873.661;15.404.960;46.159.397;89.879.821;20.973.994;0.089072819;vapor
59.661.464;11.811.369;38.099.748;0.26246893;45.352.431;48.452.549;99.179.680;59.036.298;15.570.046;46.095.132;89.404.621;21.019.500;0.089747792;vapor
59.723.787;11.908.190;38.516.612;0.25962823;45.323.261;48.414.963;99.074.373;59.200.010;15.739.073;46.030.115;88.930.271;21.065.537;0.090436368;vapor
59.786.110;12.005.633;38.939.109;0.25681122;45.293.640;48.376.821;98.968.435;59.364.817;15.912.189;45.964.335;88.456.730;21.112.119;0.091138999;vapor
59.848.432;12.103.699;39.367.360;0.25401754;45.263.560;48.338.112;98.861.851;59.530.740;16.089.545;45.897.781;87.983.956;21.159.260;0.091856157;vapor
59.910.755;12.202.394;39.801.491;0.25124687;45.233.014;48.298.828;98.754.606;59.697.802;16.271.303;45.830.439;87.511.905;21.206.975;0.092588334;vapor
59.973.078;12.301.721;40.241.631;0.24849887;45.201.992;48.258.956;98.646.684;59.866.027;16.457.632;45.762.299;87.040.535;21.255.281;0.093336042;vapor
60.035.400;12.401.682;40.687.915;0.24577323;45.170.485;48.218.487;98.538.070;60.035.437;16.648.710;45.693.347;86.569.800;21.304.193;0.094099819;vapor
60.097.723;12.502.282;41.140.481;0.24306959;45.138.484;48.177.408;98.428.747;60.206.057;16.844.725;45.623.570;86.099.655;21.353.728;0.094880223;vapor
60.160.046;12.603.524;41.599.474;0.24038766;45.105.978;48.135.709;98.318.698;60.377.915;17.045.875;45.552.954;85.630.055;21.403.904;0.095677840;vapor
60.222.368;12.705.412;42.065.043;0.23772708;45.072.958;48.093.378;98.207.904;60.551.036;17.252.369;45.481.486;85.160.952;21.454.739;0.096493281;vapor
60.284.691;12.807.949;42.537.342;0.23508756;45.039.413;48.050.403;98.096.349;60.725.450;17.464.425;45.409.150;84.692.298;21.506.251;0.097327186;vapor
60.347.014;12.911.140;43.016.532;0.23246876;45.005.333;48.006.769;97.984.013;60.901.185;17.682.278;45.335.931;84.224.044;21.558.462;0.098180224;vapor
60.409.336;13.014.987;43.502.780;0.22987037;44.970.705;47.962.465;97.870.876;61.078.272;17.906.173;45.261.814;83.756.141;21.611.391;0.099053097;vapor
60.471.659;13.119.495;43.996.257;0.22729206;44.935.520;47.917.477;97.756.918;61.256.744;18.136.369;45.186.782;83.288.537;21.665.059;0.099946539;vapor
60.533.982;13.224.668;44.497.144;0.22473352;44.899.764;47.871.790;97.642.119;61.436.634;18.373.143;45.110.819;82.821.179;21.719.489;0.10086132;vapor
60.596.304;13.330.509;45.005.627;0.22219444;44.863.425;47.825.390;97.526.456;61.617.977;18.616.786;45.033.906;82.354.015;21.774.704;0.10179824;vapor
60.658.627;13.437.023;45.521.900;0.21967449;44.826.490;47.778.261;97.409.907;61.800.811;18.867.609;44.956.025;81.886.989;21.830.728;0.10275816;vapor
60.720.950;13.544.212;46.046.165;0.21717335;44.788.946;47.730.388;97.292.448;61.985.175;19.125.938;44.877.157;81.420.045;21.887.586;0.10374196;vapor
60.783.272;13.652.083;46.578.631;0.21469072;44.750.779;47.681.755;97.174.055;62.171.109;19.392.125;44.797.283;80.953.125;21.945.304;0.10475057;vapor
60.845.595;13.760.637;47.119.517;0.21222628;44.711.974;47.632.343;97.054.704;62.358.655;19.666.541;44.716.381;80.486.170;22.003.911;0.10578497;vapor
60.907.918;13.869.881;47.669.053;0.20977971;44.672.517;47.582.136;96.934.367;62.547.860;19.949.581;44.634.430;80.019.119;22.063.434;0.10684621;vapor
60.970.240;13.979.817;48.227.474;0.20735069;44.632.390;47.531.115;96.813.017;62.738.770;20.241.669;44.551.408;79.551.909;22.123.904;0.10793536;vapor
61.032.563;14.090.450;48.795.031;0.20493890;44.591.579;47.479.261;96.690.625;62.931.436;20.543.254;44.467.289;79.084.475;22.185.352;0.10905357;vapor
61.094.886;14.201.784;49.371.981;0.20254403;44.550.066;47.426.553;96.567.163;63.125.910;20.854.817;44.382.051;78.616.751;22.247.812;0.11020204;vapor
61.157.208;14.313.824;49.958.596;0.20016575;44.507.834;47.372.971;96.442.598;63.322.248;21.176.874;44.295.667;78.148.667;22.311.317;0.11138206;vapor
61.219.531;14.426.574;50.555.160;0.19780374;44.464.863;47.318.493;96.316.899;63.520.510;21.509.977;44.208.110;77.680.154;22.375.904;0.11259496;vapor
61.281.854;14.540.038;51.161.970;0.19545768;44.421.134;47.263.096;96.190.032;63.720.758;21.854.716;44.119.352;77.211.136;22.441.611;0.11384216;vapor
61.344.176;14.654.222;51.779.335;0.19312724;44.376.627;47.206.757;96.061.961;63.923.058;22.211.727;44.029.363;76.741.539;22.508.477;0.11512516;vapor
61.406.499;14.769.129;52.407.583;0.19081208;44.331.321;47.149.450;95.932.649;64.127.480;22.581.693;43.938.111;76.271.283;22.576.546;0.11644557;vapor
61.468.822;14.884.765;53.047.056;0.18851187;44.285.194;47.091.149;95.802.059;64.334.100;22.965.349;43.845.564;75.800.286;22.645.861;0.11780505;vapor
61.531.144;15.001.133;53.698.113;0.18622628;44.238.222;47.031.827;95.670.148;64.542.997;23.363.489;43.751.687;75.328.462;22.716.469;0.11920540;vapor
61.593.467;15.118.239;54.361.131;0.18395497;44.190.381;46.971.456;95.536.874;64.754.255;23.776.968;43.656.443;74.855.725;22.788.418;0.12064852;vapor
61.655.790;15.236.089;55.036.509;0.18169757;44.141.645;46.910.005;95.402.194;64.967.966;24.206.715;43.559.795;74.381.980;22.861.761;0.12213642;vapor
61.718.112;15.354.685;55.724.665;0.17945375;44.091.987;46.847.443;95.266.058;65.184.226;24.653.733;43.461.700;73.907.131;22.936.552;0.12367125;vapor
61.780.435;15.474.035;56.426.041;0.17722314;44.041.379;46.783.736;95.128.419;65.403.138;25.119.113;43.362.117;73.431.078;23.012.850;0.12525529;vapor
61.842.758;15.594.142;57.141.104;0.17500537;43.989.790;46.718.849;94.989.223;65.624.814;25.604.039;43.260.999;72.953.714;23.090.716;0.12689100;vapor
61.905.080;15.715.012;57.870.347;0.17280007;43.937.190;46.652.745;94.848.416;65.849.372;26.109.803;43.158.298;72.474.930;23.170.214;0.12858097;vapor
61.967.403;15.836.650;58.614.292;0.17060686;43.883.544;46.585.385;94.705.938;66.076.941;26.637.815;43.053.963;71.994.608;23.251.415;0.13032800;vapor
62.029.726;15.959.062;59.373.491;0.16842533;43.828.818;46.516.728;94.561.729;66.307.658;27.189.617;42.947.938;71.512.626;23.334.390;0.13213509;vapor
62.092.048;16.082.253;60.148.531;0.16625510;43.772.973;46.446.730;94.415.723;66.541.672;27.766.900;42.840.167;71.028.855;23.419.219;0.13400543;vapor
62.154.371;16.206.228;60.940.036;0.16409573;43.715.971;46.375.344;94.267.851;66.779.144;28.371.520;42.730.586;70.543.158;23.505.984;0.13594248;vapor
62.216.694;16.330.993;61.748.670;0.16194681;43.657.769;46.302.521;94.118.038;67.020.248;29.005.525;42.619.130;70.055.390;23.594.774;0.13794997;vapor
62.279.016;16.456.554;62.575.138;0.15980788;43.598.322;46.228.209;93.966.206;67.265.173;29.671.171;42.505.727;69.565.397;23.685.685;0.14003190;vapor
62.341.339;16.582.917;63.420.196;0.15767848;43.537.582;46.152.351;93.812.272;67.514.123;30.370.958;42.390.300;69.073.016;23.778.817;0.14219261;vapor
62.403.662;16.710.087;64.284.652;0.15555813;43.475.498;46.074.888;93.656.146;67.767.324;31.107.661;42.272.769;68.578.073;23.874.281;0.14443681;vapor
62.465.984;16.838.070;65.169.370;0.15344632;43.412.016;45.995.756;93.497.732;68.025.020;31.884.368;42.153.045;68.080.381;23.972.194;0.14676961;vapor
62.528.307;16.966.873;66.075.278;0.15134253;43.347.076;45.914.886;93.336.927;68.287.477;32.704.527;42.031.032;67.579.739;24.072.681;0.14919656;vapor
62.590.630;17.096.502;67.003.375;0.14924621;43.280.616;45.832.205;93.173.621;68.554.990;33.572.001;41.906.628;67.075.933;24.175.879;0.15172375;vapor
62.652.952;17.226.963;67.954.737;0.14715677;43.212.568;45.747.633;93.007.695;68.827.881;34.491.131;41.779.721;66.568.731;24.281.935;0.15435781;vapor
62.715.275;17.358.263;68.930.529;0.14507360;43.142.859;45.661.085;92.839.019;69.106.508;35.466.812;41.650.190;66.057.881;24.391.009;0.15710605;vapor
62.777.598;17.490.408;69.932.009;0.14299604;43.071.409;45.572.468;92.667.456;69.391.265;36.504.589;41.517.903;65.543.112;24.503.275;0.15997651;vapor
62.839.920;17.623.405;70.960.546;0.14092338;42.998.133;45.481.682;92.492.854;69.682.590;37.610.766;41.382.714;65.024.127;24.618.921;0.16297806;vapor
62.902.243;17.757.262;72.017.633;0.13885488;42.922.936;45.388.618;92.315.047;69.980.972;38.792.538;41.244.465;64.500.601;24.738.156;0.16612056;vapor
62.964.566;17.891.984;73.104.896;0.13678974;42.845.716;45.293.156;92.133.857;70.286.955;40.058.161;41.102.982;63.972.179;24.861.205;0.16941498;vapor
63.026.888;18.027.580;74.224.124;0.13472709;42.766.362;45.195.166;91.949.085;70.601.153;41.417.153;40.958.071;63.438.470;24.988.319;0.17287358;vapor
63.089.211;18.164.057;75.377.280;0.13266597;42.684.750;45.094.503;91.760.514;70.924.255;42.880.541;40.809.518;62.899.041;25.119.774;0.17651012;vapor
63.151.534;18.301.423;76.566.534;0.13060536;42.600.744;44.991.008;91.567.904;71.257.043;44.461.180;40.657.085;62.353.410;25.255.874;0.18034014;vapor
63.213.856;18.439.686;77.794.295;0.12854413;42.514.194;44.884.507;91.370.989;71.600.403;46.174.141;40.500.504;61.801.040;25.396.963;0.18438126;vapor
63.276.179;18.578.856;79.063.243;0.12648102;42.424.930;44.774.803;91.169.471;71.955.351;48.037.219;40.339.476;61.241.331;25.543.421;0.18865357;vapor
63.338.502;18.718.940;80.376.383;0.12441466;42.332.765;44.661.676;90.963.018;72.323.052;50.071.569;40.173.660;60.673.603;25.695.677;0.19318013;vapor
63.400.824;18.859.948;81.737.095;0.12234347;42.237.487;44.544.879;90.751.254;72.704.852;52.302.539;40.002.669;60.097.087;25.854.220;0.19798757;vapor
63.463.147;19.001.891;83.149.207;0.12026573;42.138.856;44.424.132;90.533.755;73.102.319;54.760.766;39.826.060;59.510.906;26.019.602;0.20310689;vapor
63.525.470;19.144.780;84.617.084;0.11817944;42.036.599;44.299.118;90.310.034;73.517.285;57.483.621;39.643.322;58.914.056;26.192.461;0.20857442;vapor
63.587.792;19.288.625;86.145.736;0.11608236;41.930.400;44.169.470;90.079.536;73.951.916;60.517.161;39.453.859;58.305.375;26.373.533;0.21443314;vapor
63.650.115;19.433.441;87.740.956;0.11397186;41.819.899;44.034.764;89.841.616;74.408.783;63.918.797;39.256.973;57.683.513;26.563.678;0.22073437;vapor
63.712.438;19.579.241;89.409.505;0.11184493;41.704.670;43.894.509;89.595.520;74.890.975;67.760.994;39.051.838;57.046.890;26.763.908;0.22754002;vapor
63.774.760;19.726.041;91.159.346;0.10969802;41.584.216;43.748.124;89.340.364;75.402.232;72.136.509;38.837.464;56.393.638;26.975.431;0.23492566;vapor
63.837.083;19.873.858;92.999.954;0.10752694;41.457.945;43.594.920;89.075.094;75.947.134;77.165.959;38.612.655;55.721.535;27.199.702;0.24298473;vapor
63.899.406;20.022.710;94.942.735;0.10532665;41.325.146;43.434.071;88.798.445;76.531.358;83.008.998;38.375.943;55.027.911;27.438.503;0.25183441;vapor
63.961.728;20.172.618;97.001.603;0.10309108;41.184.953;43.264.570;88.508.877;77.162.032;89.881.261;38.125.504;54.309.524;27.694.046;0.26162408;vapor
64.024.051;20.323.606;99.193.774;0.10081278;41.036.300;43.085.180;88.204.494;77.848.239;98.080.850;37.859.031;53.562.400;27.969.129;0.27254777;vapor
64.086.374;20.475.699;10.154.092;0.098482464;40.877.852;42.894.350;87.882.919;78.601.760;10.803.115;37.573.556;52.781.603;28.267.363;0.28486290;vapor
64.148.696;20.628.925;10.407.085;0.096088388;40.707.906;42.690.106;87.541.126;79.438.179;12.035.294;37.265.172;51.960.922;28.593.518;0.29891971;vapor
64.211.019;20.783.311;10.682.008;0.093615362;40.524.244;42.469.881;87.175.172;80.378.602;13.599.170;36.928.607;51.092.420;28.954.077;0.31520916;vapor
64.273.342;20.938.890;10.983.790;0.091043257;40.323.901;42.230.246;86.779.795;81.452.449;15.645.604;36.556.516;50.165.773;29.358.145;0.33444507;vapor
64.335.664;21.095.691;11.319.318;0.088344548;40.102.788;41.966.477;86.347.737;82.702.211;18.429.719;36.138.270;49.167.252;29.819.033;0.35771377;vapor
64.397.987;21.253.742;11.698.641;0.085480018;39.855.023;41.671.793;85.868.578;84.192.182;22.416.708;35.657.716;48.078.108;30.357.215;0.38676956;vapor
64.460.310;21.413.068;12.137.316;0.082390540;39.571.664;41.335.898;85.326.482;86.026.117;28.546.132;35.088.623;46.871.742;31.006.365;0.42468646;vapor
64.522.632;21.573.687;12.661.608;0.078978912;39.237.920;40.941.786;84.695.281;88.388.945;39.021.808;34.384.076;45.508.031;31.827.473;0.47754833;vapor
64.584.955;21.735.618;13.322.840;0.075059073;38.825.498;40.456.954;83.924.911;91.674.420;60.466.159;33.445.363;43.918.276;32.950.380;0.56016230;vapor
64.647.278;21.898.932;14.257.476;0.070138644;38.260.442;39.796.404;82.884.296;97.125.050;12.641.287;31.979.720;41.939.461;34.764.984;0.72825158;vapor

